date,store_id,sku,units,amount
2025-01-02,E04,GD02,1,56900
2025-03-14,N01,BK02,1,18500
2025-03-03,W05,ST01,1,8400
2025-03-20,E04,BK02,2,37800
2025-03-08,E04,ST01,2,16100
2025-02-27,W05,ST01,2,14100
2025-01-06,W05,GD02,2,100700
2025-01-01,W05,BK02,3,59600
2025-01-27,C03,ST01,1,7300
2025-02-04,S02,BK01,2,28700
2025-01-24,C03,TY01,1,20900
2025-03-20,S02,GD02,5,247500
2025-01-13,S02,BK02,2,35800
2025-03-02,E04,GD01,3,143300
2025-03-03,C03,FD01,6,37400
2025-03-07,S02,GD02,1,60100
2025-01-10,S02,BK02,1,21900
2025-02-17,S02,ST01,3,28300
2025-03-24,S02,BK01,3,46200
2025-03-02,S02,FD01,1,7200
2025-03-12,N01,FD01,5,33700
2025-02-03,S02,BK02,2,42000
2025-02-20,S02,FD01,1,7000
2025-02-12,C03,GD01,2,70900
2025-02-27,S02,FD01,3,21500
2025-02-05,N01,ST01,2,14600
2025-02-20,N01,TY01,6,167000
2025-03-19,N01,ST01,1,9800
2025-01-16,N01,BK01,1,16700
2025-01-11,W05,ST01,2,16000
2025-02-21,W05,GD01,4,175200
2025-02-27,W05,TY01,2,48900
2025-02-26,W05,BK01,1,13300
2025-01-06,N01,BK02,4,87300
2025-01-18,W05,BK02,3,50900
2025-01-05,C03,TY01,2,44800
2025-02-20,E04,ST01,2,18200
2025-02-22,C03,TY01,4,87300
2025-03-04,E04,BK01,1,14100
2025-03-14,N01,GD01,1,44400
2025-01-18,N01,TY01,3,83200
2025-03-25,W05,GD02,2,109800
2025-01-09,S02,GD02,2,92200
2025-01-06,W05,GD01,2,77200
2025-02-10,S02,FD01,3,23400
2025-02-01,E04,ST01,4,34500
2025-02-19,E04,BK01,2,26700
2025-01-27,N01,ST01,1,7800
2025-01-05,W05,ST01,2,17300
2025-01-11,E04,GD01,3,134300
2025-01-21,S02,TY01,6,127900
2025-02-14,S02,GD01,3,118000
2025-03-12,C03,ST01,1,9400
2025-01-24,E04,TY01,4,90900
2025-03-14,C03,ST01,1,8000
2025-01-12,C03,BK01,2,31600
2025-02-20,W05,GD01,5,177700
2025-02-21,N01,GD02,1,52300
2025-03-15,S02,GD02,3,170700
2025-01-02,C03,FD01,1,6300
2025-01-16,N01,TY01,1,27500
2025-03-03,W05,BK01,1,16000
2025-01-18,S02,GD01,1,44200
2025-03-21,N01,BK01,2,24900
2025-03-27,S02,BK02,4,74100
2025-01-21,N01,TY01,2,43900
2025-01-27,E04,GD02,1,47100
2025-01-03,C03,FD01,1,6300
2025-03-02,N01,ST01,2,19600
2025-03-18,E04,ST01,2,16700
2025-01-18,C03,BK02,1,21400
2025-01-18,N01,BK01,3,36500
2025-03-15,C03,FD01,2,13900
2025-02-11,C03,ST01,2,15800
2025-03-20,N01,BK01,1,12500
2025-01-20,N01,ST01,2,18900
2025-01-14,N01,GD02,1,51000
2025-03-28,W05,ST01,2,14400
2025-03-11,S02,GD01,5,183200
2025-01-20,E04,FD01,1,7200
2025-02-01,S02,ST01,1,9600
2025-02-10,N01,ST01,3,23900
2025-01-19,S02,BK01,3,49700
2025-01-05,N01,FD01,1,6800
2025-01-23,C03,TY01,6,130600
2025-03-12,W05,BK02,1,18200
2025-01-18,N01,GD02,1,57500
2025-01-14,S02,ST01,1,7900
2025-02-18,N01,GD01,4,156700
2025-02-23,E04,ST01,2,18000
2025-03-12,C03,GD02,3,183100
2025-02-26,C03,ST01,1,8700
2025-01-01,S02,GD01,2,95900
2025-01-08,N01,GD01,4,174200
2025-01-09,C03,BK02,1,21700
2025-03-21,S02,FD01,1,7800
2025-03-02,N01,FD01,5,34700
2025-01-08,C03,GD02,3,169400
2025-01-06,S02,TY01,1,27200
2025-02-28,C03,BK01,4,61000
2025-01-28,N01,FD01,1,7700
2025-01-05,S02,GD01,4,142200
2025-02-17,N01,TY01,1,25200
2025-03-25,C03,GD01,2,92400
2025-03-02,N01,BK01,1,13100
2025-01-03,N01,ST01,1,8700
